country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_demand_per_capita,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Germany,1952,DEU,69826948.0,501792181828.0,,,,,,,,,,,,,,,,4.115870475769043,62.0286865234375,22471.12109375,1569.08984375,,,,,,,,,,,,,,,,,,,,,,,,,15.662654876708984,0.2798695564270019,29.59786605834961,2.0667285919189453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.383325576782227,4.51244068145752,292.3033447265625,20.4106502532959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1953,DEU,69935116.0,543743732343.0,,,,,,,,,,,,,,,,2.80737853050232,44.05029296875,23066.240234375,1613.14013671875,,,,,,,,,,,,,,,,,,,,,,,,,8.333333015441895,0.1722273826599121,32.0147590637207,2.2389559745788574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.729347229003903,5.047420501708984,364.0241394042969,25.458070755004883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1954,DEU,70104621.0,584376932156.0,,,,,,,,,,,,,,,,3.5227506160736084,56.826904296875,23821.0703125,1669.967041015625,,,,,,,,,,,,,,,,,,,,,,,,,44.23076248168945,0.9903073310852052,46.0634880065918,3.2292633056640625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.790771484375,5.547510147094727,442.2758483886719,31.00558090209961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1955,DEU,70334149.0,648607430625.0,,,,,,,,,,,,,,,,4.413754940032959,73.708251953125,24791.3046875,1743.67529296875,,,,,,,,,,,,,,,,,,,,,,,,,60.00000762939453,1.9375581741333008,73.46106719970703,5.166821479797363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.04200553894043,5.594028472900391,520.3675537109375,36.599609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1956,DEU,70613897.0,695152368843.0,,,,,,,,,,,,,,,,2.8389012813568115,49.501220703125,25394.1015625,1793.176513671875,,,,,,,,,,,,,,,,,,,,,,,,,52.91666030883789,2.734109401702881,111.88917541503906,7.900930881500244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.534798622131348,4.221691131591797,578.0916137695312,40.8213005065918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1957,DEU,71088145.0,734905339593.0,,,,,,,,,,,,,,,,0.8945722579956055,16.041259765625,25450.34375,1809.2177734375,,,,,,,,,,,,,,,,,,,,,,,,,-2.724797248840332,-0.2152843475341797,108.11431884765624,7.685646533966064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.962960243225098,5.291648864746094,648.6728515625,46.11294937133789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1958,DEU,71694674.0,767711393867.0,,,,,,,,,,,,,,,,-0.4159674346446991,-7.5257568359375,25130.068359375,1801.6920166015625,,,,,,,,,,,,,,,,,,,,,,,,,1.3782505989074707,0.1059274673461914,108.67716979980467,7.791574001312256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.929386138916016,5.500991821289063,719.9132080078125,51.61394119262695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1959,DEU,72241718.0,823838461875.0,,,,,,,,,,,,,,,,3.871435403823853,69.7513427734375,25905.298828125,1871.443359375,,,,,,,,,,,,,,,,,,,,,,,,,11.95106029510498,0.931175708770752,120.7439422607422,8.722749710083008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.141949653625488,7.815357208251953,822.6451416015625,59.429298400878906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1960,DEU,72811635.0,890210010796.0,,,,,,,,,,,,,,,,1.924901247024536,36.0234375,26197.279296875,1907.466796875,,,,,,,,,,,,,,,,,,,,,,,,,15.361321449279783,1.3399295806884766,138.20152282714844,10.062679290771484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.21918773651123,4.884605407714844,883.2915649414062,64.31390380859375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1961,DEU,73376114.0,926835906445.0,,,,,,,,,,,,,,,,1.7489476203918457,33.360595703125,26450.3984375,1940.827392578125,,,,,,,,,,,,,,,,,,,,,,,,,8.977097511291504,0.9033365249633788,149.44940185546875,10.966015815734863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.242305755615234,7.873504638671875,983.7998046875,72.18740844726562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1962,DEU,73997000.0,966424869859.0,,,,,,,,,,,,,,,,1.0804152488708496,20.968994140625,26511.8359375,1961.79638671875,,,,,,,,,,,,,,,,,,,,,,,,,28.70194625854492,3.147459983825684,190.7303771972656,14.113475799560549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.650394439697266,6.96636962890625,1069.68896484375,79.15377807617188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1963,DEU,74698003.0,993706226179.0,,,,,,,,,,,,,,,,1.883437991142273,36.94921875,26757.685546875,1998.74560546875,,,,,,,,,,,,,,,,,,,,,,,,,51.07594680786133,7.208591461181641,285.443603515625,21.322067260742188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.992067337036133,7.117561340332031,1154.93505859375,86.2713394165039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1964,DEU,75313480.0,1054006883218.0,,,,,,,,,,,,,,,,0.7832244038581848,15.6546630859375,26746.875,2014.4002685546875,,,,,,,,,,,,,,,,,,,,,,,,,55.25228500366211,11.780929565429688,439.5361328125,33.102996826171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.246429920196533,3.6634521484375,1194.139404296875,89.9347915649414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1965,DEU,75966968.0,1107504064578.0,,,0.0,0.0,,,,0.0,,,,24609.072265625,1869.4765625,,,-4.620982646942139,-93.0850830078125,25291.455078125,1921.315185546875,,63.02213287353516,,,,,,,39086.63671875,2.68106746673584,,,,,38451.21484375,2921.02197265625,,98.4709014892578,,,30.97567367553711,,,407.7518615722656,50.90048599243164,16.849586486816406,657.556640625,49.95258331298828,,1.0442243814468384,,,,45.033912658691406,213.4113006591797,16.212209701538086,592.8091430664062,,1.5181432962417605,,,45.35891342163086,214.95144653320312,16.32921028137207,597.0873413085938,,1.5290993452072144,,,,,0.324999988079071,1.5401430130004885,0.1169999986886978,4.278174877166748,,0.010956110432744,,,1020.56982421875,,,13434.3896484375,2.987198829650879,2.6865310668945312,1219.2315673828125,92.62132263183594,,34.404544830322266,0.0,0.0,,,,0.0,,0.0,,,0.0,,2969.293212890625,,,45.033912658691406,213.4113006591797,16.212209701538086,592.8091430664062,,1.5181432962417605,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0
Germany,1966,DEU,76611025.0,1140349155937.0,,0.0,0.0,0.0,,,,0.0,,-6.640212059020996,-124.13720703125,22781.830078125,1745.33935546875,,,-4.431626319885254,-85.1455078125,23967.43359375,1836.169677734375,,58.68969345092773,,,,,0.2595906555652618,7.7080078125,38858.65234375,2.610605001449585,0.1156914085149765,3.3793716430664062,,,38172.0703125,2924.4013671875,,98.3374481201172,20.19084358215332,6.254249572753906,37.229923248291016,,,485.96038818359375,25.052978515625,12.514610290527344,815.3812255859375,62.467193603515625,,1.2519128322601318,,8.153045654296875,3.6716384887695312,48.70555114746094,228.8704376220703,17.533998489379883,635.751220703125,,1.637798309326172,9.00097942352295,4.082749366760254,49.4416618347168,232.3294677734375,17.79899787902832,645.359619140625,,1.6625511646270752,,,126.49571990966795,0.411111056804657,0.736111044883728,3.4590320587158203,0.2649999856948852,9.60842227935791,,0.0247528534382581,11.88182544708252,121.2623291015625,1141.8321533203125,,,14904.2802734375,-0.2009050697088241,-0.1860809326171875,1206.552734375,92.43524169921876,,38.395843505859375,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,,2977.001220703125,8.153045654296875,3.6716384887695312,48.70555114746094,228.8704376220703,17.533998489379883,635.751220703125,,1.637798309326172,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Germany,1967,DEU,76970794.0,1143923059359.0,,0.0,0.0,0.0,,,,0.0,,-3.6689159870147705,-64.0350341796875,21843.40625,1681.3043212890625,,,-7.082927227020264,-130.0545654296875,22165.74609375,1706.1151123046875,,56.67877578735352,,,,,-0.2542768120765686,-7.56982421875,38578.67578125,2.5958313941955566,-0.2628514766693115,-7.686832427978516,,,37893.78515625,2916.714599609375,,98.325927734375,28.89805603027344,10.758724212646484,47.9886474609375,,,623.4656372070312,30.75113868713379,19.209373474121094,1061.1370849609375,81.67656707763672,,1.617754578590393,,-5.028443336486816,-2.44913101196289,46.25642013549805,216.3458404541016,16.652311325073242,600.960693359375,,1.559359073638916,0.4399847090244293,0.2175356149673462,49.65919876098633,232.26097106933597,17.87731170654297,645.1693725585938,,1.6740708351135254,,,362.2641906738281,2.6666665077209477,3.402777671813965,15.915127754211426,1.225000023841858,44.20868682861328,,0.114711694419384,3.9926602840423584,45.5894775390625,1187.421630859375,,,15426.9111328125,0.7423195242881775,0.6861648559570312,1209.8277587890625,93.12140655517578,,40.02939987182617,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,,2969.431396484375,-5.028443336486816,-2.44913101196289,46.25642013549805,216.3458404541016,16.652311325073242,600.960693359375,,1.559359073638916,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Germany,1968,DEU,77321280.0,1204136496632.0,,0.0,0.0,0.0,,,,0.0,,1.435478687286377,24.134765625,22056.529296875,1705.4390869140625,,,1.2742823362350464,21.74072265625,22346.447265625,1727.8558349609375,,53.84556579589844,,,,,6.76833963394165,200.981201171875,41003.10546875,2.6329345703125,6.813039302825928,198.7169189453125,,,40292.03125,3115.431396484375,,98.363037109375,64.35083770751953,30.88109588623047,78.86974334716797,,,1020.0263671875,55.34894180297852,45.20711517333984,1640.9930419921875,126.88368225097656,,2.490142107009888,,1.4813517332077026,0.6852188110351562,46.9416389465332,218.5554962158203,16.898990631103516,607.0985717773438,,1.4820810556411743,4.406027793884277,2.187996387481689,51.84719467163086,241.395263671875,18.66499137878418,670.5423583984375,,1.6369634866714478,,,44.16326522827149,1.5027775764465332,4.905555248260498,22.839767456054688,1.7660000324249268,63.44379425048828,,0.1548823416233062,12.101940155029297,143.7010498046875,1331.1226806640625,,,17215.4765625,0.6869055032730103,0.6396560668945312,1212.6165771484375,93.76106262207033,,42.02732849121094,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,,3170.41259765625,1.4813517332077026,0.6852188110351562,46.9416389465332,218.5554962158203,16.898990631103516,607.0985717773438,,1.4820810556411743,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Germany,1969,DEU,77944022.0,1283751483890.0,,0.0,0.0,0.0,,,,0.0,,2.962373971939087,50.521484375,22528.482421875,1755.9605712890625,,,1.6333494186401367,28.221923828125,22529.986328125,1756.0777587890625,,51.38856887817383,,,,,7.865395069122314,249.365478515625,43874.796875,2.6638941764831543,8.017740249633789,249.7872009277344,,,43174.81640625,3365.21875,,98.4838638305664,42.40743255615234,33.446632385253906,112.31637573242188,,,1440.9876708984375,43.220794677734375,54.84013366699219,2331.4658203125,181.72381591796875,,3.2869632244110107,,-18.850313186645508,-8.848644256591797,38.092994689941406,175.94009399414062,13.713478088378906,488.7224731445313,,1.1147998571395874,-0.0777540057897567,-0.0403113365173339,51.806884765625,239.2804107666016,18.65047836303711,664.6677856445312,,1.5161397457122805,,,179.5583038330078,8.808332443237305,13.71388816833496,63.340328216552734,4.936999797821045,175.94534301757812,,0.4013399183750152,12.457085609436035,165.819091796875,1496.9417724609375,,,19205.34375,-1.2527899742126465,-1.1746292114257812,1187.8580322265625,92.58643341064452,,43.808326721191406,0.0,0.0,,,0.0,0.0,,0.0,,,0.0,,3419.778076171875,-18.850313186645508,-8.848644256591797,38.092994689941406,175.94009399414062,13.713478088378906,488.7224731445313,,1.1147998571395874,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Germany,1970,DEU,78205103.0,1343859725507.0,,0.0,0.0,0.0,,,,0.0,,-1.2507413625717163,-21.9625244140625,22172.44140625,1733.998046875,,,0.8931800723075867,15.6849365234375,22655.333984375,1771.7626953125,,48.06747817993164,,,,,5.592132568359375,191.238525390625,46173.66796875,2.6870486736297607,5.128557205200195,172.58717346191406,,,45237.53125,3537.805908203125,,98.07012939453124,42.22105407714844,47.42115783691406,159.73753356933594,,,2042.546142578125,-33.894325256347656,-61.59406280517578,1536.0858154296875,120.12975311279295,,4.428021430969238,,27.85726547241211,10.611663818359377,48.70465850830078,224.20120239257807,17.53367805480957,622.7810668945312,,1.3501226902008057,33.7643928527832,17.81172752380371,69.61860656738281,319.0034484863281,24.94769859313965,890.2054443359375,,1.9298702478408811,,,31.53737449645996,4.325000762939453,18.03888893127441,83.03805541992188,6.49399995803833,230.6612701416016,,0.5000489950180054,9.828608512878418,147.1285400390625,1644.0703125,,,21022.544921875,-4.220579624176025,-3.907684326171875,1133.92529296875,88.67874908447266,,45.57462692260742,2.875062942504883,0.9200201630592346,,,2.875062942504883,11.764196395874023,,36.76311111450195,,,0.0796984955668449,,3611.0166015625,34.566139221191406,13.486726760864258,51.57971954345703,235.96539306640625,18.45369911193848,659.544189453125,,1.429821252822876,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Germany,1971,DEU,78345876.0,1383509131023.0,,0.0,0.0,0.0,,,,0.0,,-4.303236961364746,-74.6180419921875,21180.18359375,1659.3800048828125,,,-0.5799805521965027,-10.27587890625,22483.46484375,1761.48681640625,,45.57851028442383,,,,,0.9011391401290894,32.540283203125,46506.046875,2.633561849594116,1.2756658792495728,45.13058471679688,,,45732.29296875,3582.9365234375,,98.4132080078125,32.10717010498047,51.287200927734375,211.0247344970703,,,2693.50146484375,23.197834014892575,27.86750030517578,1889.024169921875,147.99725341796875,,5.796257019042969,,-23.260894775390625,-11.329139709472656,37.375518798828125,171.74085998535156,13.455187797546388,477.0578918457031,,1.0266005992889404,-17.137781143188477,-11.848212242126465,57.7703971862793,263.8583679199219,20.672216415405277,737.3764038085938,,1.586790680885315,,,-4.280872821807861,-0.7722225189208984,17.266666412353516,79.34049224853516,6.216000080108643,220.39024353027344,,0.4742668569087982,4.16414213180542,68.46142578125,1712.53173828125,,,21858.607421875,-1.4426194429397583,-1.279296875,1115.55908203125,87.39945220947266,,47.0384407043457,3.128213167190552,1.0010281801223757,,8.805026054382324,0.2531502246856689,12.777037620544434,,39.92824172973633,,,0.0859232395887374,,3643.556884765625,-21.662227630615234,-11.075989723205566,40.50373077392578,184.5178985595703,14.456215858459473,516.9861450195312,,1.1125237941741943,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Germany,1972,DEU,78719924.0,1440601389742.0,,0.0,0.0,0.0,,,,0.0,,-2.381540060043335,-39.518798828125,20577.525390625,1619.8612060546875,,,-5.072653770446777,-89.3541259765625,21241.54296875,1672.1326904296875,,42.99886322021485,,,,,3.4764318466186523,126.665771484375,47894.13671875,2.617117166519165,3.2924251556396484,117.96549987792967,,,47013.53515625,3700.90185546875,,98.23963928222656,29.47504234313965,62.19963073730469,273.224365234375,,,3470.84130859375,19.722320556640625,29.188491821289062,2250.83740234375,177.1857452392578,,7.252681255340576,,-1.8527673482894895,-0.6924781799316406,36.68304061889648,167.75796508789062,13.205894470214844,465.9943542480469,,0.9737433195114136,14.872268676757812,8.546233177185059,66.31663513183594,301.6598815917969,23.74664306640625,842.4376831054688,,1.760360598564148,,,53.18532943725586,9.183334350585938,26.450000762939453,120.96048736572266,9.522000312805176,336.0013427734375,,0.7021095156669617,5.563965320587158,95.28466796875,1807.81640625,,,22965.169921875,-4.204922676086426,-3.675079345703125,1063.5728759765625,83.72437286376953,,47.988094329833984,3.1835899353027344,1.018748760223389,,1.770237922668457,0.0553767681121826,12.941434860229492,,40.441986083984375,,,0.0845077037811279,,3770.22265625,-1.6018904447555542,-0.637101411819458,39.86663055419922,180.69940185546875,14.22464370727539,506.4363403320313,,1.0582510232925415,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Germany,1973,DEU,78966975.0,1505896472437.0,,0.0,0.0,0.0,,,,0.0,,0.32523974776268,5.2684326171875,20579.865234375,1625.129638671875,,,-1.5562729835510254,-26.02294921875,20845.546875,1646.1097412109375,,40.79313659667969,,,,,5.759118556976318,217.131591796875,50493.9453125,2.647827625274658,5.504229545593262,203.7061462402344,,,49446.08984375,3904.608154296875,,98.01139068603516,28.952823638916016,79.10617065429688,352.3305358886719,,,4461.74560546875,11.958505630493164,21.188766479492188,2512.119873046875,198.37451171875,,8.844013214111328,,15.323211669921877,5.621017456054688,42.30405807495117,192.85861206054688,15.229461669921877,535.7183837890625,,1.0618939399719238,19.547700881958008,12.906156539916992,79.22278594970703,359.4992370605469,28.388566970825195,1003.239501953125,,1.9886082410812376,,,27.13715171813965,7.177776336669922,33.627777099609375,153.30459594726562,12.105999946594238,425.8460693359375,,0.8441065549850464,6.600866317749023,119.33154296875,1927.14794921875,,,24404.48046875,-6.903740406036377,-5.780113220214844,987.048828125,77.94425964355469,,48.37424087524414,3.290952682495117,1.0531048774719238,,3.3723835945129395,0.1073627471923828,13.336016654968262,,41.675048828125,,,0.0826077386736869,,3987.354248046875,14.467310905456545,5.72838020324707,45.595008850097656,206.19464111328125,16.28256607055664,577.3934326171875,,1.1445016860961914,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Germany,1974,DEU,78996691.0,1518360951937.0,,0.0,0.0,0.0,,,,0.0,,0.4300963878631592,6.9896240234375,20660.603515625,1632.1192626953125,,,-0.5439924001693726,-8.9547119140625,20724.349609375,1637.155029296875,,41.70026397705078,,,,,-1.7386692762374878,-69.326904296875,49597.359375,2.580432176589966,-2.1308064460754395,-83.19964599609375,,,48374.28515625,3821.408447265625,,97.6360855102539,25.099836349487305,88.43438720703125,440.7649230957031,,,5579.53662109375,3.862638711929321,7.662490844726562,2608.172607421875,206.03700256347656,,11.26144027709961,,15.815860748291016,6.6907501220703125,48.99480819702149,223.2768402099609,17.638132095336914,620.2134399414062,,1.2518057823181152,16.854726791381836,13.299188613891602,92.52197265625,419.9338073730469,33.17338180541992,1171.2132568359375,,2.363914728164673,,,19.4366397857666,6.536109924316406,40.16388702392578,183.0329742431641,14.458999633789062,508.4249267578125,,1.0261778831481934,-9.268808364868164,-178.6236572265625,1748.5242919921875,,,22134.146484375,-6.81886100769043,-5.314910888671875,919.3973388671876,72.62934875488281,,44.67438507080078,3.363281011581421,1.0762499570846558,,2.1977944374084477,0.0723283290863037,13.623988151550291,,42.57495880126953,,,0.0859310328960418,,3918.02734375,14.935087203979492,6.763078689575195,52.35808944702149,236.9008331298828,18.71438217163086,662.7883911132812,,1.3377368450164795,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Germany,1975,DEU,78701861.0,1510149923703.0,,0.0,0.0,0.0,,,,0.0,,-9.408061027526855,-153.55078125,18786.95703125,1478.5684814453125,,,0.9484196305274964,15.527099609375,20999.275390625,1652.68212890625,,39.32369995117188,,,,,-3.9167535305023193,-153.45947265625,47833.27734375,2.4928438663482666,-4.6937255859375,-179.36642456054688,,,46276.44140625,3642.0419921875,,96.8629913330078,5.53096866607666,24.378570556640625,465.14349365234375,,,5910.19677734375,-7.175897121429443,-14.785003662109377,2430.082275390625,191.2519989013672,,12.37086009979248,,-3.2827064990997314,-1.6083526611328125,47.38645553588867,216.7563018798828,17.059123992919922,602.100830078125,,1.2602803707122805,27.57769203186035,25.4291934967041,117.951171875,537.7488403320312,42.32183456420898,1498.708740234375,,3.137004852294922,,,66.94100952148438,26.8861083984375,67.04999542236328,306.7017822265625,24.13800048828125,851.9492797851562,,1.7832478284835815,-2.870661497116089,-50.1942138671875,1698.330078125,,,21579.287109375,-7.173733234405518,-5.210235595703125,856.639404296875,67.41911315917969,,45.168434143066406,3.5147194862365723,1.124710202217102,,4.502694129943848,0.1514384746551513,14.290770530700684,,44.65865707397461,,,0.0934767499566078,,3764.56787109375,-2.8349740505218506,-1.4569141864776611,50.90117645263672,231.0470733642578,18.18383407592773,646.7594604492188,,1.35375714302063,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Germany,1976,DEU,78364503.0,1583048234281.0,,0.0,0.0,0.0,,,,0.0,,5.564199924468994,82.2705078125,19917.677734375,1560.8389892578125,,,1.042812466621399,17.234375,21309.603515625,1669.91650390625,,38.89870834350586,,,,,6.702938556671143,252.336669921875,51259.234375,2.537449359893799,6.755509853363037,246.03851318359372,,,49615.328125,3888.08056640625,,96.89744567871094,5.835850715637207,27.14508056640625,492.28857421875,,,6282.03515625,3.115129947662353,5.9577484130859375,2516.56982421875,197.20974731445312,,12.268651008605955,,-18.830337524414062,-8.923030853271484,38.46342468261719,176.69776916503906,13.84683322906494,490.8271484375,,0.9585726261138916,5.518864631652832,6.541131019592285,124.49230194091795,569.8692626953125,44.65752029418945,1588.6312255859375,,3.102555513381958,,,22.35065269470215,14.986114501953123,82.0361099243164,376.8670654296875,29.53300094604492,1046.8529052734375,,2.0444765090942383,8.04454517364502,136.6229248046875,1834.9530029296875,,,23415.615234375,-3.795068264007568,-2.5586013793945312,827.6771850585938,64.86051177978516,,45.73008728027344,3.9927666187286377,1.277685284614563,,13.601288795471191,0.4780471324920654,16.30438804626465,,50.95121383666992,,,0.0995063930749893,,4016.904541015625,-16.824371337890625,-8.44498348236084,42.45619201660156,193.00216674804688,15.124518394470217,541.7783813476562,,1.0580790042877195,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Germany,1977,DEU,78185560.0,1628636036117.0,,0.0,0.0,0.0,,,,0.0,,-3.961758375167847,-61.836669921875,19172.3671875,1499.0023193359375,,,-2.6231589317321777,-43.8045654296875,20798.111328125,1626.1119384765625,,37.46109008789063,,,,,-0.2418247014284134,-9.7138671875,51252.3125,2.4604580402374268,-1.3868366479873655,-53.92132568359375,,,49039.2265625,3834.1591796875,,95.81825256347656,6.19611120223999,30.50274658203125,522.7913208007812,,,6686.5458984375,-0.5799600481987,-1.14373779296875,2507.700927734375,196.0660095214844,,13.064911842346191,,26.976043701171875,10.37590789794922,48.839332580566406,224.8773498535156,17.58216094970703,624.6592407226562,,1.220528244972229,34.54340362548828,42.83982849121094,167.33212280273438,768.4762573242188,60.08374786376953,2140.192138671875,,4.18174409866333,,,39.691192626953125,32.56111145019531,114.59722137451172,527.6549682617188,41.255001068115234,1465.708251953125,,2.8638627529144287,-1.2309526205062866,-22.58740234375,1812.3656005859373,,,23180.310546875,-1.9544610977172847,-1.2676734924316406,813.3578491210938,63.59283828735352,,45.29225158691406,3.895574808120728,1.2465839385986328,,-2.434194564819336,-0.0971918106079101,15.943915367126465,,49.82473373413086,,,0.0973530709743499,,4007.190673828125,24.491533279418945,10.278716087341309,52.73490905761719,240.82125854492188,18.828744888305664,674.4839477539062,,1.3178813457489014,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
