country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_demand_per_capita,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Germany,1910,DEU,64056716.0,335611908000.0,,,,,,,,,,,,,,,,1.4960108995437622,13.61322021484375,14418.1796875,923.5812377929688,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.189784526824951,0.0348900556564331,25.418100357055664,1.6282000541687012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1911,DEU,64333569.0,346844064000.0,,,,,,,,,,,,,,,,5.158005237579346,47.63836669921875,15096.6220703125,971.2196044921876,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.142860412597656,-0.0348900556564331,24.76638603210449,1.593309998512268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1912,DEU,64385385.0,362054969000.0,,,,,,,,,,,,,,,,10.773091316223145,104.63037109375,16709.537109375,1075.8499755859375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4598538875579834,-0.0232599973678588,24.38519287109375,1.5700500011444092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1913,DEU,64209282.0,378312270000.0,,,,,,,,,,,,,,,,8.53849983215332,91.8614501953125,18186.021484375,1167.71142578125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.370368957519531,-0.1628199815750122,21.91630172729492,1.407230019569397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1914,DEU,64033646.0,322284096000.0,,,,,,,,,,,,,,,,-13.066492080688477,-152.57891845703125,15853.111328125,1015.1325073242188,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.090911865234377,-0.1279300451278686,19.978559494018555,1.2792999744415283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1915,DEU,63858476.0,306048830000.0,,,,,,,,,,,,,,,,-6.12254810333252,-62.1519775390625,14923.3212890625,952.9805297851562,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.999994277954102,-0.1279299259185791,18.030027389526367,1.1513700485229492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1916,DEU,63683770.0,309103528000.0,,,,,,,,,,,,,,,,8.081584930419922,77.01593017578125,16173.6103515625,1029.9964599609375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.060605049133301,-0.0697799921035766,16.983762741088867,1.0815900564193726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1917,DEU,63509528.0,309414915000.0,,,,,,,,,,,,,,,,4.496943473815918,46.318359375,16947.296875,1076.3148193359375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1505372524261475,-0.0232599973678588,16.664113998413086,1.0583300590515137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1918,DEU,63305628.0,310201935000.0,,,,,,,,,,,,,,,,-3.25307297706604,-35.0133056640625,16448.798828125,1041.301513671875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58.24176025390625,-0.61639004945755,6.981053829193115,0.4419400095939636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1919,DEU,63226761.0,249574734000.0,,,,,,,,,,,,,,,,-21.628387451171875,-225.21673583984372,12907.2685546875,816.0847778320312,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6315786838531494,-0.0116299986839294,6.805820941925049,0.4303100109100342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1920,DEU,63273356.0,271404558000.0,,,,,,,,,,,,,,,,14.518695831298828,118.48486328125,14770.3505859375,934.5696411132812,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.405404567718506,-0.0232599973678588,6.433197975158691,0.4070500135421753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1921,DEU,63445847.0,302077138000.0,,,,,,,,,,,,,,,,5.581920146942139,52.16693115234375,15552.421875,986.736572265625,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.571427345275879,0.0348899960517883,6.965625286102295,0.4419400095939636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1922,DEU,63744670.0,328689000000.0,,,,,,,,,,,,,,,,-5.120101451873779,-50.52191162109375,14686.9482421875,936.2146606445312,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.526314735412598,0.0465199947357177,7.662758350372314,0.4884600043296814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1923,DEU,64170268.0,273091581000.0,,,,,,,,,,,,,,,,-35.27390670776367,-330.239501953125,9443.23828125,605.9751586914062,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.42856788635254,0.1046699881553649,9.24306583404541,0.5931299924850464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1924,DEU,64598707.0,319692003000.0,,,,,,,,,,,,,,,,49.03287124633789,297.12701416015625,13980.189453125,903.1021728515624,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.686272621154783,0.0930399894714355,10.62203884124756,0.6861699819564819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1925,DEU,65030007.0,355624580000.0,,,,,,,,,,,,,,,,11.814690589904783,106.69873046875,15528.2294921875,1009.8009033203124,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.898311614990234,0.2326000332832336,14.128400802612305,0.9187700152397156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1926,DEU,65464186.0,365617980000.0,,,,,,,,,,,,,,,,6.143245220184326,62.0345458984375,16372.8525390625,1071.83544921875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2531681060791,0.1860800385475158,16.877168655395508,1.1048500537872314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1927,DEU,65901264.0,402192486000.0,,,,,,,,,,,,,,,,6.359735012054443,68.1658935546875,17298.626953125,1140.0013427734375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.105262756347656,0.0232599973678588,17.11818504333496,1.1281100511550903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1928,DEU,66341260.0,419777967000.0,,,,,,,,,,,,,,,,2.203902006149292,25.12451171875,17562.61328125,1165.1258544921875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.154643535614014,-0.0581500530242919,16.128122329711914,1.0699599981307983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1929,DEU,66789491.0,418019723000.0,,,,,,,,,,,,,,,,7.289471626281738,84.9315185546875,18716.37890625,1250.057373046875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.956525802612305,0.1279300451278686,17.935306549072266,1.197890043258667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1930,DEU,67246048.0,412176972000.0,,,,,,,,,,,,,,,,-13.939301490783691,-174.249267578125,15998.0869140625,1075.80810546875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.93202209472656,0.8257298469543457,30.09276962280273,2.0236198902130127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1931,DEU,67711026.0,380827283000.0,,,,,,,,,,,,,,,,-14.118207931518556,-151.88482666015625,13645.09375,923.9232788085938,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.60920143127441,0.6396501064300537,39.3328857421875,2.6632699966430664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1932,DEU,68184518.0,352172044000.0,,,,,,,,,,,,,,,,-10.388339042663574,-95.98028564453124,12142.6826171875,827.9429931640625,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4366834163665771,0.0116300582885742,39.23031234741211,2.6749000549316406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1933,DEU,68666619.0,374241036000.0,,,,,,,,,,,,,,,,4.233860969543457,35.053955078125,12567.92578125,862.9969482421875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9130451679229736,0.1046700477600097,40.47920608520508,2.7795701026916504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1934,DEU,69152129.0,408415350000.0,,,,,,,,,,,,,,,,11.803166389465332,101.8609619140625,13952.685546875,964.85791015625,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.054386138916016,0.9187698364257812,53.48121643066406,3.698339939117432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1935,DEU,69641071.0,439141857000.0,,,,,,,,,,,,,,,,11.929278373718262,115.1005859375,15507.494140625,1079.95849609375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.2767333984375,1.2676701545715332,71.30863952636719,4.966010093688965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1936,DEU,70133471.0,477841155000.0,,,,,,,,,,,,,,,,10.36659812927246,111.9549560546875,16994.9296875,1191.9134521484375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.215458393096924,0.2093400955200195,73.7928695678711,5.175350189208984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1937,DEU,70629352.0,506561908000.0,,,,,,,,,,,,,,,,15.858555793762209,189.020263671875,19551.83984375,1380.9337158203125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3483121395111084,0.0697798728942871,74.26274871826172,5.245130062103272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1938,DEU,71128740.0,545721680000.0,,,,,,,,,,,,,,,,2.52722430229187,34.8992919921875,19905.216796875,1415.8330078125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.033260345458984,1.8375401496887207,99.57536315917967,7.082670211791992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1939,DEU,71499194.0,597037462000.0,,,,,,,,,,,,,,,,-1.1501396894454956,-16.2840576171875,19574.33203125,1399.5489501953125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.51067352294922,1.5235300064086914,120.36779022216795,8.606200218200684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1940,DEU,71740083.0,601419020000.0,,,,,,,,,,,,,,,,1.6942627429962158,23.7120361328125,19839.1328125,1423.260986328125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.70269393920898,3.675079345703125,171.19131469726562,12.281279563903809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1941,DEU,71850770.0,639431132000.0,,,,,,,,,,,,,,,,1.591537594795227,22.6517333984375,20123.830078125,1445.9127197265625,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.583329200744627,-1.7910194396972656,146.00067138671875,10.490260124206545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1942,DEU,71830612.0,648060266000.0,,,,,,,,,,,,,,,,1.86907172203064,27.025146484375,20505.712890625,1472.9378662109375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.516626358032227,-1.8375396728515625,120.46006774902344,8.65272045135498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1943,DEU,71678963.0,661088879000.0,,,,,,,,,,,,,,,,1.84156596660614,27.1251220703125,20927.521484375,1500.06298828125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.435483932495117,-0.3837900161743164,115.36063385009766,8.268930435180664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1944,DEU,71527635.0,677550770000.0,,,,,,,,,,,,,,,,-10.8701810836792,-163.0595703125,18692.123046875,1337.00341796875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5471128225326538,0.1279296875,117.39322662353516,8.396860122680664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1945,DEU,71376625.0,482065000000.0,,,,,,,,,,,,,,,,-74.9417495727539,-1001.9737548828124,4693.82861328125,335.0296325683594,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.7922420501709,-2.0817699432373047,88.4756088256836,6.315090179443359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1946,DEU,71225935.0,228572052000.0,,,,,,,,,,,,,,,,144.70619201660156,484.8086242675781,11510.3896484375,819.8382568359375,,,,,,,,,,,,,,,,,,,,,,,,,,2.346597909927368,32.94583511352539,2.346597909927368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.705341339111328,1.2444100379943848,106.13409423828124,7.559500217437744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1947,DEU,71075562.0,256643002000.0,,,,,,,,,,,,,,,,16.410938262939453,134.54315185546875,13427.701171875,954.3814086914062,,,,,,,,,,,,,,,,,,,,,,,,,-28.44036102294922,-0.6673809289932251,23.62579917907715,1.679216980934143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.230774879455566,-0.8489904403686523,94.41374206542967,6.710509777069092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1948,DEU,70925507.0,303971515000.0,,,,,,,,,,,,,,,,16.61802101135254,158.59930419921875,15692.2490234375,1112.980712890625,,,,,,,,,,,,,,,,,,,,,,,,,-14.102567672729492,-0.2368127107620239,20.336891174316406,1.4424042701721191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.051994323730469,0.6745400428771973,104.12403106689452,7.385049819946289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1949,DEU,70888212.0,355660921000.0,,,,,,,,,,,,,,,,16.903718948364258,188.1351318359375,18354.474609375,1301.1158447265625,,,,,,,,,,,,,,,,,,,,,,,,,-19.40298080444336,-0.2798694372177124,16.399551391601562,1.1625348329544067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.59843444824219,2.4074106216430664,138.1394805908203,9.792460441589355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1950,DEU,69847778.0,422965091953.0,,,,,,,,,,,,,,,,6.7894697189331055,88.3388671875,19892.611328125,1389.4547119140625,,,,,,,,,,,,,,,,,,,,,,,,,25.925926208496094,0.3013979196548462,20.95890235900879,1.463932752609253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.89786148071289,3.22150993347168,186.31903076171875,13.013970375061035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1951,DEU,69782050.0,461743918375.0,,,,,,,,,,,,,,,,8.464216232299805,117.6064453125,21596.6875,1507.0611572265625,,,,,,,,,,,,,,,,,,,,,,,,,22.058818817138672,0.3229262828826904,25.606285095214844,1.7868590354919434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.16263771057129,2.884239196777344,227.82662963867188,15.89820957183838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
